meditation,key
10.298957824707031,0
10.35649299621582,0
10.43991756439209,0
10.499516487121582,0
10.554405212402344,0
10.606165885925293,0
10.981149673461914,0
14.314799308776855,0
15.584315299987793,0
19.176406860351562,0
22.668882369995117,0
26.198333740234375,0
29.351627349853516,0
32.474632263183594,0
36.44191360473633,0
40.64131164550781,0
44.673797607421875,0
48.49292755126953,0
52.16033172607422,0
55.96449661254883,0
59.7962760925293,0
60.16045379638672,0
61.65625,0
64.3376693725586,0
65.66044616699219,0
66.80271911621094,0
67.86686706542969,0
67.11566925048828,0
69.24577331542969,0
69.72791290283203,0
70.30158233642578,2
66.77758026123047,2
63.52665328979492,2
60.60735321044922,2
57.4266471862793,2
54.57600021362305,2
50.708335876464844,2
47.048301696777344,2
43.681129455566406,2
40.32240295410156,2
36.60209274291992,2
36.38710021972656,2
35.014869689941406,2
32.47859573364258,2
31.055538177490234,2
29.839412689208984,2
28.33108139038086,2
25.664270401000977,2
22.261333465576172,2
18.282255172729492,2
14.509422302246094,2
14.67650318145752,2
15.263710021972656,2
14.578712463378906,2
13.514811515808105,2
15.931562423706055,2
17.350624084472656,2
20.84180450439453,2
24.357751846313477,2
28.08840560913086,2
31.888879776000977,2
31.768442153930664,2
31.677215576171875,2
31.68868637084961,2
31.722421646118164,2
31.762521743774414,2
31.764949798583984,2
31.717533111572266,2
32.103782653808594,2
33.135990142822266,2
33.57215118408203,2
33.63269805908203,2
33.997108459472656,2
34.030033111572266,2
34.0410041809082,2
31.62338638305664,2
29.892719268798828,2
26.11614418029785,2
22.758413314819336,2
21.061717987060547,2
17.25953483581543,2
17.261329650878906,2
17.409637451171875,2
17.824007034301758,2
18.9705867767334,2
21.062618255615234,2
25.228422164916992,2
29.293155670166016,2
32.012001037597656,2
30.72213363647461,2
30.344738006591797,2
29.94353675842285,2
29.507396697998047,2
29.552318572998047,2
29.669992446899414,2
30.632091522216797,2
31.994308471679688,2
32.020450592041016,2
31.414813995361328,2
29.24249267578125,2
29.059070587158203,2
29.303028106689453,2
29.717727661132812,2
32.372623443603516,2
33.9346923828125,2
34.727378845214844,2
32.24775695800781,2
28.241607666015625,2
25.344627380371094,2
25.328609466552734,2
25.412412643432617,2
26.955928802490234,2
29.2574462890625,2
29.224315643310547,2
30.1552734375,2
29.098102569580078,2
27.81206703186035,2
28.189590454101562,2
29.22088050842285,2
29.267242431640625,2
29.26375961303711,2
29.14023780822754,2
28.944345474243164,2
26.45308494567871,2
24.878314971923828,2
23.235279083251953,2
22.191049575805664,2
23.17302894592285,2
23.951557159423828,2
24.549480438232422,2
25.210651397705078,2
25.98441505432129,2
24.20777702331543,2
25.581249237060547,2
25.724695205688477,2
26.90288734436035,2
27.806537628173828,2
27.512237548828125,2
26.45941162109375,2
26.587162017822266,2
26.801727294921875,2
26.696075439453125,2
26.330127716064453,2
26.23294448852539,2
25.295169830322266,2
24.280668258666992,2
23.977418899536133,2
23.32607650756836,2
23.98442268371582,2
24.552310943603516,2
23.623796463012695,2
21.15822982788086,2
20.633907318115234,2
20.01701545715332,2
22.142627716064453,2
21.96938705444336,2
21.4915828704834,2
22.326801300048828,2
22.518861770629883,2
24.183382034301758,2
24.308134078979492,2
25.054027557373047,2
25.01978302001953,2
24.550046920776367,2
25.37609100341797,2
25.582319259643555,2
29.33980369567871,2
33.01655960083008,2
35.34482955932617,2
38.205482482910156,2
40.6240234375,2
42.21189880371094,2
45.14104080200195,2
44.23199462890625,2
40.76837921142578,2
43.41112518310547,2
45.895591735839844,2
45.95472717285156,2
46.732540130615234,2
45.74850082397461,2
45.52339172363281,2
44.90953063964844,2
44.998680114746094,2
45.17721176147461,2
44.549461364746094,2
44.86974334716797,2
40.875614166259766,2
36.797630310058594,2
32.672523498535156,2
28.57460594177246,2
26.163259506225586,2
24.645320892333984,2
21.623186111450195,2
21.696548461914062,2
22.187776565551758,2
18.966609954833984,2
16.07054328918457,2
15.737202644348145,2
14.91267204284668,2
14.283564567565918,2
14.277714729309082,2
14.372807502746582,2
14.458297729492188,2
14.450114250183105,2
14.266207695007324,2
13.521632194519043,2
13.579338073730469,2
13.840150833129883,2
14.36408519744873,2
14.702695846557617,2
15.031733512878418,2
15.414634704589844,2
16.134681701660156,2
19.047061920166016,2
22.502962112426758,2
25.197917938232422,2
26.301250457763672,2
27.89007568359375,2
31.276355743408203,2
33.36236572265625,2
35.403324127197266,2
39.064517974853516,2
42.81698989868164,2
45.38179016113281,2
48.742740631103516,2
51.29985427856445,2
51.4991569519043,2
51.23297119140625,2
50.99823760986328,2
51.934059143066406,2
51.902854919433594,2
51.5791130065918,2
54.8386116027832,2
55.825340270996094,2
55.5050048828125,2
56.332557678222656,2
57.57316970825195,2
58.817970275878906,2
58.26988983154297,2
58.276580810546875,2
56.177650451660156,2
52.34653854370117,2
49.75578689575195,2
50.32417678833008,2
50.445716857910156,2
51.916259765625,2
55.6563835144043,2
59.73923873901367,2
